State,Title,Source,Format,SizeMB,Updated,Filename,URL
Wisconsin,"Wisconsin 2023 Select Language Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250320,wi_lang_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FLANGUAGE%2Ft_lang_2023_shp%2Fwi_lang_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51064
Wisconsin,"Wisconsin 2023 Select Language Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250320,wi_lang_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FLANGUAGE%2Fcnty_lang_2023_csv%2Fwi_lang_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51015
Wisconsin,"Wisconsin 2023 Select Language Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,1,20250320,wi_lang_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FLANGUAGE%2Fcnty_lang_2023_shp%2Fwi_lang_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51015
Wisconsin,"Wisconsin 2023 Select Poverty Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",CSV,0.1,20250321,wi_pov_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FPOVERTY%2Fbg_pov_2023_csv%2Fwi_pov_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51113
Wisconsin,"Wisconsin 2023 Select Poverty Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",SHP,13.9,20250321,wi_pov_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FPOVERTY%2Fbg_pov_2023_shp%2Fwi_pov_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51113
Wisconsin,"Wisconsin 2023 Select Poverty Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250321,wi_pov_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FPOVERTY%2Ft_pov_2023_csv%2Fwi_pov_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51212
Wisconsin,"Wisconsin 2023 Select Poverty Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250321,wi_pov_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FPOVERTY%2Ft_pov_2023_shp%2Fwi_pov_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51212
Wisconsin,"Wisconsin 2023 Select Poverty Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250321,wi_pov_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FPOVERTY%2Fcnty_pov_2023_csv%2Fwi_pov_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51163
Wisconsin,"Wisconsin 2023 Select Poverty Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,1.1,20250321,wi_pov_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FPOVERTY%2Fcnty_pov_2023_shp%2Fwi_pov_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51163
Wisconsin,"Wisconsin 2023 Select Race Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",CSV,0.1,20250321,wi_race_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FRACE%2Fbg_race_2023_csv%2Fwi_race_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51261
Wisconsin,"Wisconsin 2023 Select Race Data from the American Community Survey (2019-2023) at the Block Group level","US Census Bureau",SHP,13.9,20250321,wi_race_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FRACE%2Fbg_race_2023_shp%2Fwi_race_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51261
Wisconsin,"Wisconsin 2023 Select Race Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250321,wi_race_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FRACE%2Ft_race_2023_csv%2Fwi_race_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51360
Wisconsin,"Wisconsin 2023 Select Race Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250321,wi_race_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FRACE%2Ft_race_2023_shp%2Fwi_race_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51360
Wisconsin,"Wisconsin 2023 Select Race Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250321,wi_race_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FRACE%2Fcnty_race_2023_csv%2Fwi_race_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51311
Wisconsin,"Wisconsin 2023 Select Race Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,1,20250321,wi_race_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FRACE%2Fcnty_race_2023_shp%2Fwi_race_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51311
Wisconsin,"Wisconsin 2023 Select Voting Age Population (VAP) Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",CSV,0.1,20250321,wi_vap_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FVAP%2Ft_vap_2023_csv%2Fwi_vap_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51461
Wisconsin,"Wisconsin 2023 Select Voting Age Population (VAP) Data from the American Community Survey (2019-2023) at the Census Tract level","US Census Bureau",SHP,7.7,20250321,wi_vap_2023_t.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FVAP%2Ft_vap_2023_shp%2Fwi_vap_2023_t.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51461
Wisconsin,"Wisconsin 2023 Select Voting Age Population (VAP) Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",CSV,0.1,20250321,wi_vap_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FVAP%2Fcnty_vap_2023_csv%2Fwi_vap_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51412
Wisconsin,"Wisconsin 2023 Select Voting Age Population (VAP) Data from the American Community Survey (2019-2023) at the County level","US Census Bureau",SHP,7.7,20250321,wi_vap_2023_cnty.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS2023%2FVAP%2Fcnty_vap_2023_shp%2Fwi_vap_2023_cnty.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=51412
Wisconsin,"Wisconsin 2023 State Legislative District Lower CVAP Data (2023)","US Census Bureau",CSV,0.2,20250701,wi_cvap_2023_sldl.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2023%2Fcsv%2Fwi_cvap_2023_sldl.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53131
Wisconsin,"Wisconsin 2023 State Legislative District Lower CVAP Data (2023)","US Census Bureau",SHP,0.5,20250701,wi_cvap_2023_sldl.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2023%2Fshp%2Fwi_cvap_2023_sldl.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53131
Wisconsin,"Wisconsin 2023 State Legislative District Upper CVAP Data (2023)","US Census Bureau",CSV,0.2,20250701,wi_cvap_2023_sldu.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2023%2Fcsv%2Fwi_cvap_2023_sldu.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53132
Wisconsin,"Wisconsin 2023 State Legislative District Upper CVAP Data (2023)","US Census Bureau",SHP,0.4,20250701,wi_cvap_2023_sldu.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2023%2Fshp%2Fwi_cvap_2023_sldu.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53132
Wisconsin,"Wisconsin 2023 State Supreme Court Election Results Aggregated to CONG, SLDL and SLDU Levels",RDH,CSV,.1,20231222,wi_ssc_23.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2Frequested_data%2Fwi_ssc_23.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=43029
,"Wisconsin 2024 General Election Reporting Unit Level Results",RDH,csv,0.2,20250702,wi_2024_gen_ru_csv.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2F+election_results_collection_2024%2Fwi_2024_gen_ru_csv.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53203
,"Wisconsin 2024 General Election Ward-Level Results","Wisconsin State Legislature",csv,0.5,20250702,wi_2024_gen_prec_csv.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2F+election_results_collection_2024%2Fwi_2024_gen_prec_csv.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53206
,"Wisconsin 2024 General Election Ward-Level Results and Boundaries","Wisconsin State Legislature",SHP,25.1,20250702,wi_2024_gen_prec.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2Felections_results_precinct_boundaries_2024%2Fwi_2024_gen_prec.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53208
Wisconsin,"Wisconsin AIANNH boundaries (2020)","US Census Bureau",SHP,0.2,20210308,wi_aiannh_2020_bound.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FTIGERPL2020%2Faiannh%2Fwi_aiannh_2020_bound.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=12469
Wisconsin,"Wisconsin AIANNH PL 94-171 2020","US Census Bureau",SHP,0.2,20210916,wi_pl2020_aiannh.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FPL2020%2Fshp%2Fwi_pl2020_aiannh.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=28531
Wisconsin,"Wisconsin AIANNH PL 94-171 2020","US Census Bureau",CSV,0.1,20210916,wi_pl2020_aiannh.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FPL2020%2Fcsv%2Fwi_pl2020_aiannh.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=28531
Wisconsin,"Wisconsin Block and Wards PL 94-171 2020 Official",WI-LTSB,SHP,299.0,20210909,wi_pl2020_official.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FPL2020_OFFICIAL%2FWI%2Fshp%2Fwi_pl2020_official.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=27565
Wisconsin,"Wisconsin Block and Wards PL 94-171 2020 Official",WI-LTSB,GDB,202.5,20210909,wi_pl2020_official.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FPL2020_OFFICIAL%2FWI%2Fgdb%2Fwi_pl2020_official.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=27565
Wisconsin,"Wisconsin Block and Wards PL 94-171 2020 Official",WI-LTSB,XLSX,37.5,20210909,wi_pl2020_official.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FPL2020_OFFICIAL%2FWI%2Fxlsx%2Fwi_pl2020_official.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=27565
Wisconsin,"Wisconsin Block and Wards PL 94-171 2020 Official",WI-LTSB,CSV,8.3,20210909,wi_pl2020_official.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FPL2020_OFFICIAL%2FWI%2Fcsv%2Fwi_pl2020_official.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=27565
Wisconsin,"Wisconsin block boundaries (2010)","US Census Bureau",SHP,448.0,20201217,wi_2010_b_bound.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2Fboundaries_2010%2Fb_2010_bound%2Fwi_2010_b_bound.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=1681
Wisconsin,"Wisconsin Block boundaries (2020)","US Census Bureau",SHP,170.7,20210308,wi_b_2020_bound.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FTIGERPL2020%2Fb%2Fwi_b_2020_bound.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=12518
Wisconsin,"Wisconsin block group ACS5 data (2013)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2013_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2013_dem_csv%2Fwi_acs5_2013_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7112
Wisconsin,"Wisconsin block group ACS5 data (2013)","US Census Bureau",SHP,27.07,20201228,wi_acs5_2013_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2013_dem_shp%2Fwi_acs5_2013_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7112
Wisconsin,"Wisconsin block group ACS5 data (2014)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2014_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2014_dem_csv%2Fwi_acs5_2014_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7162
Wisconsin,"Wisconsin block group ACS5 data (2014)","US Census Bureau",SHP,27.21,20201228,wi_acs5_2014_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2014_dem_shp%2Fwi_acs5_2014_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7162
Wisconsin,"Wisconsin block group ACS5 data (2015)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2015_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2015_dem_csv%2Fwi_acs5_2015_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7212
Wisconsin,"Wisconsin block group ACS5 data (2015)","US Census Bureau",SHP,27.22,20201228,wi_acs5_2015_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2015_dem_shp%2Fwi_acs5_2015_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7212
Wisconsin,"Wisconsin block group ACS5 data (2016)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2016_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2016_dem_csv%2Fwi_acs5_2016_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7262
Wisconsin,"Wisconsin block group ACS5 data (2016)","US Census Bureau",SHP,27.25,20201228,wi_acs5_2016_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2016_dem_shp%2Fwi_acs5_2016_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7262
Wisconsin,"Wisconsin block group ACS5 data (2017)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2017_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2017_dem_csv%2Fwi_acs5_2017_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7312
Wisconsin,"Wisconsin block group ACS5 data (2017)","US Census Bureau",SHP,27.43,20201228,wi_acs5_2017_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2017_dem_shp%2Fwi_acs5_2017_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7312
Wisconsin,"Wisconsin block group ACS5 data (2018)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2018_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2018_dem_csv%2Fwi_acs5_2018_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7362
Wisconsin,"Wisconsin block group ACS5 data (2018)","US Census Bureau",SHP,27.54,20201228,wi_acs5_2018_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2018_dem_shp%2Fwi_acs5_2018_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7362
Wisconsin,"Wisconsin block group ACS5 data (2019)","US Census Bureau",CSV,0.86,20201228,wi_acs5_2019_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fcsv%2Fbg_acs5_2019_dem_csv%2Fwi_acs5_2019_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7412
Wisconsin,"Wisconsin block group ACS5 data (2019)","US Census Bureau",SHP,27.59,20201228,wi_acs5_2019_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FACS5%2Fshp%2Fbg_acs5_2019_dem_shp%2Fwi_acs5_2019_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=7412
Wisconsin,"Wisconsin block group boundaries (2010)","US Census Bureau",SHP,5.5,20201217,wi_2010_bg_bound.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2Fboundaries_2010%2Fbg_2010_bound%2Fwi_2010_bg_bound.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=1731
Wisconsin,"Wisconsin Block Group boundaries (2020)","US Census Bureau",SHP,13.6,20210308,wi_bg_2020_bound.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FTIGERPL2020%2Fbg%2Fwi_bg_2020_bound.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=12568
Wisconsin,"Wisconsin block group CVAP data (2010)","US Census Bureau",CSV,1.3,20210428,wi_cvap_2010_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2010_csv%2Fwi_cvap_2010_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18628
Wisconsin,"Wisconsin block group CVAP data (2010)","US Census Bureau",SHP,10,20210429,wi_cvap_2010_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2010_shp%2Fwi_cvap_2010_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18628
Wisconsin,"Wisconsin block group CVAP data (2011)","US Census Bureau",CSV,1.3,20210428,wi_cvap_2011_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2011_csv%2Fwi_cvap_2011_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18678
Wisconsin,"Wisconsin block group CVAP data (2011)","US Census Bureau",SHP,29.6,20210429,wi_cvap_2011_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2011_shp%2Fwi_cvap_2011_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18678
Wisconsin,"Wisconsin block group CVAP data (2012)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2012_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2012_csv%2Fwi_cvap_2012_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18728
Wisconsin,"Wisconsin block group CVAP data (2012)","US Census Bureau",SHP,29.5,20210429,wi_cvap_2012_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2012_shp%2Fwi_cvap_2012_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18728
Wisconsin,"Wisconsin block group CVAP data (2013)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2013_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2013_csv%2Fwi_cvap_2013_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18778
Wisconsin,"Wisconsin block group CVAP data (2013)","US Census Bureau",SHP,29.4,20210429,wi_cvap_2013_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2013_shp%2Fwi_cvap_2013_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18778
Wisconsin,"Wisconsin block group CVAP data (2014)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2014_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2014_csv%2Fwi_cvap_2014_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18828
Wisconsin,"Wisconsin block group CVAP data (2014)","US Census Bureau",SHP,29.5,20210429,wi_cvap_2014_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2014_shp%2Fwi_cvap_2014_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18828
Wisconsin,"Wisconsin block group CVAP data (2015)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2015_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2015_csv%2Fwi_cvap_2015_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18878
Wisconsin,"Wisconsin block group CVAP data (2015)","US Census Bureau",SHP,29.5,20210429,wi_cvap_2015_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2015_shp%2Fwi_cvap_2015_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18878
Wisconsin,"Wisconsin block group CVAP data (2016)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2016_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2016_csv%2Fwi_cvap_2016_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18928
Wisconsin,"Wisconsin block group CVAP data (2016)","US Census Bureau",SHP,29.6,20210429,wi_cvap_2016_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2016_shp%2Fwi_cvap_2016_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18928
Wisconsin,"Wisconsin block group CVAP data (2017)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2017_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2017_csv%2Fwi_cvap_2017_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18978
Wisconsin,"Wisconsin block group CVAP data (2017)","US Census Bureau",SHP,29.7,20210429,wi_cvap_2017_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2017_shp%2Fwi_cvap_2017_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=18978
Wisconsin,"Wisconsin block group CVAP data (2018)","US Census Bureau",CSV,1.2,20210428,wi_cvap_2018_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2018_csv%2Fwi_cvap_2018_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=19028
Wisconsin,"Wisconsin block group CVAP data (2018)","US Census Bureau",SHP,29.8,20210429,wi_cvap_2018_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2018_shp%2Fwi_cvap_2018_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=19028
Wisconsin,"Wisconsin block group CVAP data (2019)","US Census Bureau",CSV,1.4,20210428,wi_cvap_2019_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2Fbg_cvap_2019_csv%2Fwi_cvap_2019_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=19078
Wisconsin,"Wisconsin block group CVAP data (2019)","US Census Bureau",SHP,30.1,20210429,wi_cvap_2019_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2Fbg_cvap_2019_shp%2Fwi_cvap_2019_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=19078
Wisconsin,"Wisconsin Block Group CVAP Data (2020)","US Census Bureau",CSV,1.5,20220329,wi_cvap_2020_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2F2020%2Fwi_cvap_2020_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=35097
Wisconsin,"Wisconsin Block Group CVAP Data (2020)","US Census Bureau",SHP,29.4,20220415,wi_cvap_2020_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2F2020%2Fwi_cvap_2020_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=35097
Wisconsin,"Wisconsin Block Group CVAP Data (2021)","US Census Bureau",CSV,1.1,20230215,wi_cvap_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fcsv%2F2021%2Fwi_cvap_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=38373
Wisconsin,"Wisconsin Block Group CVAP Data (2021)","US Census Bureau",SHP,29.4,20230215,wi_cvap_2021_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2Fshp%2F2021%2Fwi_cvap_2021_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=38373
Wisconsin,"Wisconsin Block Group CVAP Data (2022)","US Census Bureau",SHP,30.9,20240517,wi_cvap_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2022%2Fshp%2Fwi_cvap_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=47714
Wisconsin,"Wisconsin Block Group CVAP Data (2022)","US Census Bureau",CSV,1.8,20240517,wi_cvap_2022_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2022%2Fcsv%2Fwi_cvap_2022_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=47714
Wisconsin,"Wisconsin Block Group CVAP Data (2023)","US Census Bureau",CSV,0.4,20250701,wi_cvap_2023_bg.zip,https://redistrictingdatahub.org/wp-json/download/file/web_ready_stage%2FCVAP%2F2023%2Fcsv%2Fwi_cvap_2023_bg.zip?username=YOURUSERNAME&password=YOURPASSWORD&datasetid=53126
